#----------------------------------------------------------------------------------------------------------------------------------------------------
ID 	    PSRJ       Pref            RAJ           RAf    RAref     DECJ              DECf  DECref      P0                     P0f  P0ref     DM           DMf  DMref
#                               (hms)                              (dms)                              (s)                                    (cm^-3 pc)                   
#------------------------------------------------------------------------------------------------------------------------------------------------------
2108  J1913+0936    ht75b      19:13:52.70          2  lcx02      +09:36:41.8          3  lcx02      1.24196459936            3  lcx02      157            2  lcx02      
2109  J1913+1000    hfs+04     19:13:03.59          5  hfs+04     +10:00:02.4         14  hfs+04     0.83714819649            5  hfs+04     422            3  hfs+04     
2110  J1913+1011    mhl+02     19:13:20.341         3  mhl+02     +10:11:22.97         7  mhl+02     0.03590861279827        15  mhl+02     178.8          3  mhl+02     

2111  J1913+1050    lsb+17     19:13:35.364         9  lsb+17     +10:50:26.6          3  lsb+17     0.190067107649           3  lsb+17     231.1          9  lsb+17     
2112  J1913+1102    lfa+16     19:13:29.0542        3  lfa+16     +11:02:05.741        9  lfa+16     0.027285006852515       15  lfa+16     338.96         2  lfa+16     
2113  J1913+1103    lbh+15     19:13                0  lbh+15     +11:03               0  lbh+15     0.92391                  0  lbh+15     628.9          0  lbh+15     
2114  J1913+1145    mhl+02     19:13:43.88          6  mhl+02     +11:45:33.1         11  mhl+02     0.30606864497            3  mhl+02     637.0         22  mhl+02     
2115  J1913+1330    mll+06     19:13:17.975         8  mlk+09     +13:30:32.8          1  mlk+09     0.92339055858            2  mlk+09     175.64         6  mlk+09     

2116  J1913+1400    ht74       19:13:24.3574       13  hlk+04     +14:00:52.72         3  hlk+04     0.5214727140817         17  hlk+04     145.052        5  hlk+04     
2117  J1913+3732    bck+13     19:13:27.887         3  bck+13     +37:32:12.30         7  bck+13     0.851078948902           7  bck+13     72.3263       41  bkk+16     
2118  J1914+0219    lfl+06     19:14:23.794         8  lfl+06     +02:19:47.8          3  lfl+06     0.457526573507          11  lfl+06     233.8          4  lfl+06     
2119  J1914+0631    hfs+04     19:14:17.24          4  hfs+04     +06:31:56.3         10  hfs+04     0.69381120574            5  hfs+04     58             3  hfs+04     
2120  J1914+0659    lbh+15     19:14:17.647         2  sab+16     +07:01:11.00         7  sab+16     0.01851182255144         3  sab+16     225.3          2  sab+16     

2121  J1914+1122    ht75b      19:14:10.12          1  gr78       +11:22:03.7          2  gr78       0.60099749634            9  gr78       100           10  hfs+04     
2122  J1915+0227    lfl+06     19:15:02.122         5  lfl+06     +02:27:47.77        16  lfl+06     0.3173062332319         16  lfl+06     192.6          5  lfl+06     
2123  J1915+0738    nft95      19:15:24.80          2  cn95       +07:38:31.4          8  cn95       1.54270444942           10  cn95       39.00          8  cn95       
2124  J1915+0752    rtj+96     19:15:01.94          2  clm+05     +07:52:09.2          6  clm+05     2.05831378861            7  clm+05     105.3          3  clm+05     
2125  J1915+0838    hfs+04     19:15:13.87          3  hfs+04     +08:38:59.7         13  hfs+04     0.34277679653            4  hfs+04     358            3  hfs+04     

2126  J1915+1009    ht75b      19:15:29.984         2  ywml10     +10:09:43.67         4  ywml10     0.404547474466           4  ywml10     241.693       10  hlk+04     
2127  J1915-11      kkl+15     19:15                2  kkl+15     -11:30              36  kkl+15     2.1770                   2  kkl+15     91.06          8  kkl+15     
2128  J1915+1144    lbh+15     19:15                0  lbh+15     +11:44               0  lbh+15     0.17365                  0  lbh+15     338.3          0  lbh+15     
2129  J1915+1149    lbh+15     19:15                0  lbh+15     +11:49               0  lbh+15     0.10004                  0  lbh+15     702.1          0  lbh+15     
2130  J1915+1410    lfl+06     19:15:35.416        12  lfl+06     +14:10:51.5          3  lfl+06     0.297494121670           7  lfl+06     273.7          3  lfl+06     

2131  J1915+1606    ht75a      19:15:27.99942       3  wh16       +16:06:27.3868       5  wh16       0.059030003217813       11  wh16       168.77         1  tw82       
2132  J1915+1647    ht75b      19:15:19.10          3  hlk+04     +16:47:08.5          6  hlk+04     1.616231495126           8  hlk+04     62.57          7  hlk+04     
2133  J1916+0748    rtj+96     19:16:51.5           2  clm+05     +07:48:00            5  clm+05     0.54175211381           17  clm+05     304.0         15  clm+05     
2134  J1916+0844    hfs+04     19:16:19.081         9  hfs+04     +08:44:07.0          4  hfs+04     0.439995272067           8  hfs+04     339.4          8  hfs+04     
2135  J1916+0852    hfs+04     19:16:24.6           3  hfs+04     +08:52:36            5  hfs+04     2.1827459895             6  hfs+04     295           10  hfs+04     

2136  J1916+0951    ht74       19:16:32.3445       17  hlk+04     +09:51:25.98         5  hlk+04     0.2702544395645          8  hlk+04     60.953         6  hlk+04     
2137  J1916+1023    hfs+04     19:16:36.91         15  hfs+04     +10:23:03            6  hfs+04     1.6183389208             8  hfs+04     329.8          1  hfs+04     
2138  J1916+1030    wol91b     19:16:11.72          1  wol91b     +10:30:53.4          6  wol91b     0.62896972129            6  wol91b     387.2          3  hfs+04     
2139  J1916+1225    nab+13     19:16:20.045         1  nab+13     +12:25:53.94         4  nab+13     0.227387488792           2  nab+13     265.31         3  nab+13     
2140  J1916+1312    ht74       19:16:58.670         4  hlk+04     +13:12:50.02        11  hlk+04     0.28184240740            5  hlk+04     237.009       11  hlk+04     

2141  J1917+0834    nic99      19:17:48.853         6  clm+05     +08:34:54.63        14  clm+05     2.129665364024           4  clm+05     29.18          6  clm+05     
2142  J1917+1353    smb71      19:17:39.7902       11  hlk+04     +13:53:56.95         3  hlk+04     0.194630982798           4  hlk+04     94.538         4  hlk+04     
2143  J1917+1737    nab+13     19:17:23.976         5  nab+13     +17:37:31.6          1  nab+13     0.334725226760           4  nab+13     208.0          2  nab+13     
2144  J1917+2224    sstd86     19:17:44.22          6  hlk+04     +22:22:48.8         11  hlk+04     0.425897254225          11  hlk+04     134.7495      34  bkk+16     
2145  J1918-0642    eb01b      19:18:48.033256      5  mnf+16     -06:42:34.8877       3  mnf+16     0.00764587288390884      4  jsb+10     26.554        10  jsb+10     

2146  J1918-1052    lbr+13     19:18:48.247        13  lbr+13     -10:52:46.38        66  lbr+13     0.798692542358          15  lbr+13     62.73         80  lbr+13     
2147  J1918+1310    lbh+15     19:18                0  lbh+15     +13:10               0  lbh+15     0.85674                  0  lbh+15     247.4          0  lbh+15     
2148  J1918+1444    ht74       19:18:23.638         7  hlk+04     +14:45:06.00        15  hlk+04     1.18102329730            9  hlk+04     27.202        17  hlk+04     
2149  J1918+1541    nft95      19:18:07.70          6  cn95       +15:41:15.2          7  cn95       0.37088299877           19  cn95       13             2  cn95       
2150  J1919+0021    dls72      19:19:50.663         5  hlk+04     +00:21:39.8          2  hlk+04     1.27226037471            3  hlk+04     90.315        16  hlk+04     

2151  J1919+0134    ebvb01     19:19:43.62          3  ebvb01     +01:34:56.5          7  ebvb01     1.60398355528            6  ebvb01     191.9          4  ebvb01     
2152  J1919+1314    nab+13     19:19:32.986         5  nab+13     +13:14:37.3          1  nab+13     0.571399860595           2  nab+13     613.4          2  nab+13     
2153  J1919+1645    lcm13      19:19:09.243         2  lcm13      +16:45:22.72         8  lcm13      0.562789986697           3  lcm13      208            9  lcm13      
2154  J1919+1745    dcm+09     19:19:43.342         4  nab+13     +17:45:03.79         8  nab+13     2.081343459724           9  nab+13     142.3          2  nab+13     
2155  J1920-09      bbb+12     19:20:49             0  bbb+12     -09:46:27            0  bbb+12     1.038                    0  bbb+12     93             0  bbb+12     

2156  J1920+1040    hfs+04     19:20:55.38          8  hfs+04     +10:40:31            3  hfs+04     2.21580173889           20  hfs+04     304            9  hfs+04     
2157  J1920+1110    mhl+02     19:20:13.31          6  mhl+02     +11:10:59            3  mhl+02     0.50988582045            5  mhl+02     182            3  mhl+02     
2158  J1920+2650    dtws85     19:20:38.374        17  hlk+04     +26:50:38.4          3  hlk+04     0.785521849527           4  hlk+04     27.70882      82  bkk+16     
2159  J1921+0812    lfl+06     19:21:47.704         5  lfl+06     +08:12:51.86        10  lfl+06     0.2106484121028         14  lfl+06     84.0           6  lfl+06     
2160  J1921+1419    ht74       19:21:24.159        15  hlk+04     +14:19:17.1          4  hlk+04     0.618182590832          12  hlk+04     91.64          4  hlk+04     

2161  J1921+1544    lcm13      19:21:46.4723        9  lcm13      +15:44:17.46         2  lcm13      0.1435756814094          2  lcm13      385            2  lcm13      
2162  J1921+16      lbh+15     19:21                0  lbh+15     +16:00               0  lbh+15     0.93643                  0  lbh+15     204.7          0  lbh+15     
2163  J1921+1948    dls73      19:21:03.799        16  hlk+04     +19:48:44.7          4  hlk+04     0.821035080573           6  hlk+04     153.85         5  hlk+04     
2164  J1921+2003    ht75b      19:21:51.597         8  lcx02      +20:03:20.8          8  lcx02      0.76068138902            1  lcx02      101            1  lcx02      
2165  J1921+2153    hbp+68     19:21:44.815         2  hlk+04     +21:53:02.25         4  hlk+04     1.3373021601895          9  hlk+04     12.44399      63  bkk+16     

2166  J1921+42      slr+14     19:21:56            40  slr+14     +42:25               8  slr+14     0.595201                15  slr+14     53             1  slr+14     
2167  J1922+1131    lsb+17     19:22:50.27          3  lsb+17     +11:31:58.5          6  lsb+17     0.56207429041            3  lsb+17     335            3  lsb+17     
2168  J1922+1733    lcm13      19:22:53.2180        7  lcm13      +17:33:23.47         2  lcm13      0.2361708772317          3  lcm13      238            4  lcm13      
2169  J1922+2018    ht75b      19:22:08.00          3  hlk+04     +20:17:57.3          6  hlk+04     1.172763402020          12  hlk+04     203.31        10  hlk+04     
2170  J1922+2110    dls73      19:22:53.531         6  hlk+04     +21:10:41.97        15  hlk+04     1.07792434298            5  hlk+04     217.086       18  hlk+04     

2171  J1922+58      slr+14     19:22                3  slr+14     +58:28              18  slr+14     0.529623                10  slr+14     53             1  slr+14     
2172  J1923+1706    ht75b      19:23:07.85          1  lcx02      +17:06:09.4          2  lcx02      0.547209201831           8  lcx02      142.5          6  lcx02      
2173  J1923+2515    lbr+13     19:23:22.49331       2  mnf+16     +25:15:40.6164       5  mnf+16     0.00378815551961303     52  lbr+13     18.85766      19  lbr+13     
2174  J1924+1628    lbh+15     19:24                0  lbh+15     +16:28               0  lbh+15     0.37509                  0  lbh+15     542.9          0  lbh+15     
2175  J1924+1631    nab+13     19:24:54.88          3  nab+13     +16:31:48.8          6  nab+13     2.9351864592             2  nab+13     518.5          9  nab+13     

2176  J1924+1639    lcm13      19:24:03.1115        5  lcm13      +16:39:40.756        9  lcm13      0.1580429177826          2  lcm13      208            3  lcm13      
2177  J1924+17      lbh+15     19:24                0  lbh+15     +17:00               0  lbh+15     0.75843                  0  lbh+15     527.4          0  lbh+15     
2178  J1924+2040    ht75b      19:24:40            12  wbb+81     +20:40:03           30  vms83      0.237790138              8  vms83      213           10  wbb+81     
2179  J1925-16      bbj+11     19:25:06            29  bbj+11     -16:01:00          420  bbj+11     3.8858                   2  bbj+11     88            20  bbj+11     
2180  J1925+1720    lbh+15     19:25:27.031         4  lsb+17     +17:20:27.31         8  lsb+17     0.0756589884532         11  lsb+17     223.3         15  lsb+17     

2181  J1925+19      lcm13      19:25:26            28  lcm13      +19:04               7  lcm13      1.916353                 6  lcm13      328           16  lcm13      
2182  J1926+0431    mlt+78     19:26:24.470         9  hlk+04     +04:31:31.6          3  hlk+04     1.074078173597           4  hlk+04     102.243       19  hlk+04     
2183  J1926+0737    emk+10     19:26:33.740         6  eklk13     +07:37:07.2          3  eklk13     0.318062050971          12  eklk13     159            2  eklk13     
2184  J1926-1314    rsm+13     19:26:53.835         3  rsm+13     -13:14:03.8         18  rsm+13     4.86428379983           10  rsm+13     40.83          5  rsm+13     
2185  J1926+1434    ht74       19:26:57.22          3  hlk+04     +14:34:55.3          5  hlk+04     1.324921971385           9  hlk+04     211.41         8  hlk+04     

2186  J1926+1613    lbh+15     19:26                0  lbh+15     +16:13               0  lbh+15     0.3083                   0  lbh+15     32.9           0  lbh+15     
2187  J1926+1648    ht74       19:26:45.322         3  hlk+04     +16:48:32.78         7  hlk+04     0.57982281497            4  hlk+04     176.885       11  hlk+04     
2188  J1926+1928    ht75b      19:26:22.82          4  lcx02      +19:28:11.7          8  lcx02      1.34601218493            9  lcx02      445            2  lcx02      
2189  J1926+2016    lcm13      19:26:18.064         1  lcm13      +20:16:01.13         3  lcm13      0.2990717782966          7  lcm13      247            5  lcm13      
2190  J1927+0911    lfl+06     19:27:25.628         8  lfl+06     +09:11:05.7          3  lfl+06     0.290305256197           5  lfl+06     202.7          4  lfl+06     

2191  J1927+1852    ht75b      19:27:10.422         8  lcx02      +18:52:08.5          2  lcx02      0.482766273821           7  lcx02      254            1  lcx02      
2192  J1927+1856    ht75b      19:27:24.97          1  lcx02      +18:56:36.8          2  lcx02      0.298313497249           4  lcx02      99             1  lcx02      
2193  J1927+2234    ht75b      19:27:08.08          1  gr78       +22:34:57.3          2  gr78       1.431066414236          17  gr78       180           30  ht75b      
2194  J1928+1443    lsb+17     19:28:06.79          5  lsb+17     +14:43:11.3         12  lsb+17     1.01073895346            7  lsb+17     101            5  lsb+17     
2195  J1928+15      dcm+09     19:28:20             7  dcm+09     +15:13               2  dcm+09     0.403                    0  dcm+09     242            0  dcm+09     

2196  J1928+1746    cfl+06     19:28:42.553         1  nab+13     +17:46:29.62         3  nab+13     0.0687304058253          2  nab+13     176.68         5  nab+13     
2197  J1928+1923    lcm13      19:28:05.163         5  lcm13      +19:23:31.32         8  lcm13      0.817329808312           6  lcm13      476           14  lcm13      
2198  J1929+00      cnst96     19:29:28            16  cnst96     +00:26               5  cnst96     1.166900                 3  cnst96     33             7  cnst96     
2199  J1929+1357    lsf+17     19:29:10.62          2  lsf+17     +13:57:35.9          5  lsf+17     0.86692667139            7  lsf+17     150.7          3  lsf+17     
2200  J1929+16      lcm13      19:29:18            28  lcm13      +16:21               7  lcm13      0.529681                 2  lcm13      12             9  lcm13      

2201  J1929+1844    ht75b      19:29:16.78          4  lcx02      +18:44:59.5          7  lcx02      1.22047000453            8  lcx02      112            2  lcx02      
2202  J1929+19      lcm13      19:29:32            28  lcm13      +19:05               7  lcm13      0.3392154                4  lcm13      527            6  lcm13      
2203  J1929+1955    lcm13      19:29:17.5713        6  lcm13      +19:55:07.91         1  lcm13      0.2578319398983          3  lcm13      281            4  lcm13      
2204  J1929+2121    lcm13      19:29:04.239         2  lcm13      +21:21:22.68         3  lcm13      0.723598503258           2  lcm13      66            12  lcm13      
2205  J1929+62      slr+14     19:29                3  slr+14     +62:16              18  slr+14     1.456004                66  slr+14     67.7           7  slr+14     

2206  J1930+1316    ht75b      19:30:00.947         8  gr78       +13:16:11.1          2  gr78       0.76003196831            9  gr78       207.3          9  han87      
2207  J1930+14      lbh+15     19:30                0  lbh+15     +14:00               0  lbh+15     0.42571                  0  lbh+15     209.2          0  lbh+15     
2208  J1930+17      lcm13      19:30:44            28  lcm13      +17:25               7  lcm13      1.6096903                7  lcm13      201           27  lcm13      
2209  J1930-1852    srm+15     19:30:29.7156        7  srm+15     -18:51:46.27         6  srm+15     0.18552016047926         8  srm+15     42.8526        4  srm+15     
2210  J1930+1852    clb+02     19:30:30.13          4  lwa+02     +18:52:14.1          6  lwa+02     0.136855046957           9  clb+02     308            4  clb+02     

2211  J1931+1439    lbh+15     19:31:40.433        18  lsb+17     +14:39:38.7          4  lsb+17     1.77922557495            7  lsb+17     243           16  lsb+17     
2212  J1931+1536    ht74       19:31:55.71          1  lcx02      +15:36:57.5          3  lcx02      0.314355396469           6  lcx02      140            1  lcx02      
2213  J1931+1952    lcm13      19:31:55.864         3  lcm13      +19:52:11.5          1  lcm13      0.501123112694           4  lcm13      441            8  lcm13      
2214  J1931+30      cnst96     19:31:28            16  cnst96     +30:35               5  cnst96     0.582126                 3  cnst96     56            11  cnst96     
2215  J1932+1059    lvw68      19:32:13.9497        3  ccv+04     +10:59:32.420        5  ccv+04     0.226517635038           5  hlk+04     3.18321       16  bkk+16     

2216  J1932+1500    lsb+17     19:32:46.307        15  lsb+17     +15:00:22.2          4  lsb+17     1.86433186749           11  lsb+17     90.5          18  lsb+17     
2217  J1932+17      lbh+15     19:32                0  lbh+15     +17:00               0  lbh+15     0.04182                  0  lbh+15     53.2           0  lbh+15     
2218  J1932+2020    ht74       19:32:08.023         3  hlk+04     +20:20:46.41         6  hlk+04     0.268217402985           6  hlk+04     211.151       11  hlk+04     
2219  J1932+2220    ht75b      19:32:22.74          3  hlk+04     +22:20:51.5          5  hlk+04     0.14446976514            3  hlk+04     219.2          5  hlk+04     
2220  J1932-3655    lml+98     19:32:06.150         8  dsb+98     -36:55:02.1          4  dsb+98     0.57142031970           10  dsb+98     59.88          1  dsb+98     

2221  J1933+0758    rtj+96     19:33:19.407         2  clm+05     +07:58:07.01         7  clm+05     0.437454407217           2  clm+05     165.02         4  clm+05     
2222  J1933+1304    ht75b      19:33:22.529         4  lcx02      +13:04:49.97         8  lcx02      0.928323751417           5  lcx02      177.01        15  bkk+16     
2223  J1933+1726    lbh+15     19:33:22.9828        3  sab+16     +17:26:49.606        9  sab+16     0.02150723378644         1  sab+16     156.90         3  sab+16     
2224  J1933+2421    stwd85     19:33:37.832        14  hlk+04     +24:36:39.6          4  hlk+04     0.81369030283            7  hlk+04     106.03         6  hlk+04     
2225  J1933-6211    jbo+07     19:33:32.4272        3  jbo+07     -62:11:46.881        4  jbo+07     0.003543431438847        1  jbo+07     11.499         7  jbo+07     

2226  J1934+19      lbh+15     19:34                0  lbh+15     +19:00               0  lbh+15     0.23099                  0  lbh+15     97.6           0  lbh+15     
2227  J1934+2352    nab+13     19:34:46.19          2  nab+13     +23:52:55.9          3  nab+13     0.17843152366            2  nab+13     355.5          2  nab+13     
2228  J1935+12      cha03      19:35:15            20  cha03      +12:03               5  cha03      1.93990                  0  cha03      190            0  cha03      
2229  J1935+1616    dl70       19:35:47.8259        1  cbv+09     +16:16:39.986        2  cbv+09     0.3587384107696          6  hlk+04     158.521        3  hlk+04     
2230  J1935+1726    lcm13      19:35:03.948         3  lcm13      +17:26:28.46         3  lcm13      0.004200101791882        7  lcm13      61.6           1  lcm13      

2231  J1935+1745    ht75b      19:35:29.97          1  lcx02      +17:45:12.2          2  lcx02      0.654408146583           1  lcx02      214.6          4  lcx02      
2232  J1935+2025    lcm13      19:35:41.941         3  lcm13      +20:25:40.1          3  lcm13      0.080118133455           6  lcm13      182            1  lcm13      
2233  J1935+52      slr+14     19:35                2  slr+14     +52:12              18  slr+14     0.568387                17  slr+14     71             2  slr+14     
2234  J1936+1536    ht74       19:36:01.52          2  gr78       +15:36:36.0          2  gr78       0.96733836953            3  gr78       165           20  ht74       
2235  J1936+20      lbh+15     19:36                0  lbh+15     +20:00               0  lbh+15     1.39088                  0  lbh+15     205.1          0  lbh+15     

2236  J1936+21      lcm13      19:36:29            28  lcm13      +21:12               7  lcm13      0.642932                 2  lcm13      264           11  lcm13      
2237  J1937-00      dsm+13     19:37:09            30  dsm+13     -00:17               8  dsm+13     0.2401                   0  dsm+13     68.6           0  dsm+13     
2238  J1937+1505    hfs+04     19:37:16.31         14  hfs+04     +15:05:19            4  hfs+04     2.8727736506             7  hfs+04     237           11  hfs+04     
2239  J1937+2544    dtws85     19:37:01.2659       12  hlk+04     +25:44:13.68         3  hlk+04     0.20098020244218        17  hlk+04     53.221         5  hlk+04     
2240  J1937+2950    jsb+09     19:37:47.603        14  jsb+09     +29:50:01.8          2  jsb+09     1.65742878336            3  jsb+09     113.99        11  bkk+16     

2241  J1938+0650    fcwa95     19:37:53.46          4  lwf+04     +06:50:06.0          2  lwf+04     1.121561892              5  lwf+04     70.8           2  lwf+04     
2242  J1938+14      dsm+16     19:38:19           116  dsm+16     +14:42               8  dsm+16     2.90251                  0  dsm+16     74.2           0  dsm+16     
2243  J1938+2010    nab+13     19:38:08.34          2  nab+13     +20:10:51.7          4  nab+13     0.68708185664            2  nab+13     327.7          8  nab+13     
2244  J1938+2012    lbh+15     19:38:40.0803        1  sab+16     +20:12:50.827        3  sab+16     0.0026341351275486       6  sab+16     236.909        5  sab+16     
2245  J1938+2213    cha03      19:38:14.180         3  lcm13      +22:13:12.68         4  lcm13      0.1661155731566          6  lcm13      91             3  lcm13      

2246  J1939+10      cnst96     19:39:11            20  cnst96     +10:45               5  cnst96     2.31                     3  cnst96     90             8  cnst96     
2247  J1939+2134    bkh+82     19:39:38.561224      2  dcl+16     +21:34:59.12570      4  dcl+16     0.00155780656108493      5  dcl+16     71.0237       13  dcl+16     
2248  J1939+2449    sstd86     19:39:05.596        14  hlk+04     +24:42:55.6          3  hlk+04     0.6453024694             3  hlk+04     142.88         7  hlk+04     
2249  J1939+66      slr+14     19:40                3  slr+14     +66:12              18  slr+14     0.022260606             52  slr+14     41.2           1  slr+14     
2250  J1940+2245    lbh+15     19:40:27.644        10  lsb+17     +22:45:46.62        20  lsb+17     0.258911996567           5  lsb+17     222.4         13  lsb+17     

2251  J1940+2337    nab+13     19:40:35.486         7  nab+13     +23:37:46.5          2  nab+13     0.546824157964           7  nab+13     252.1          3  nab+13     
2252  J1940-2403    lml+98     19:40:30            20  dsb+98     -24:03               3  dsb+98     1.855276                 3  dsb+98     63.3           1  dsb+98     
2253  J1941+01      dsm+16     19:41:58           113  dsm+16     +01:46               8  dsm+16     1.40473                  0  dsm+16     133.3          0  dsm+16     
2254  J1941+0121    blr+13     19:41:16.039        16  blr+13     +01:21:39.5          5  blr+13     0.217317451828          10  blr+13     52.7           7  blr+13     
2255  J1941+1026    nft95      19:41:32.334         8  cn95       +10:26:25.6          3  cn95       0.90539388830            2  cn95       138.91         2  cn95       

2256  J1941+1341    lfl+06     19:41:04.867        18  lfl+06     +13:41:30.4          6  lfl+06     0.559084099229          13  lfl+06     147.9          3  lfl+06     
2257  J1941+2525    nab+13     19:41:20.80          1  nab+13     +25:25:05.3          2  nab+13     2.30615269700            2  nab+13     314.4          4  nab+13     
2258  J1941-2602    mlt+78     19:41:00.4070       18  hlk+04     -26:02:05.75        12  hlk+04     0.4028579088754          3  hlk+04     50.036         3  hlk+04     
2259  J1941+43      slr+14     19:42                2  slr+14     +43:23              18  slr+14     0.840887                35  slr+14     79             2  slr+14     
2260  J1942+1743    ht75b      19:42:01.03          2  lcx02      +17:43:28.3          4  lcx02      0.69626221476            2  lcx02      190            6  lcx02      

2261  J1942+81      slr+14     19:42                3  slr+14     +81:06               8  slr+14     0.2035682               44  slr+14     40.3           5  slr+14     
2262  J1943+0609    ebvb01     19:43:29.132         5  ebvb01     +06:09:57.6          1  ebvb01     0.446226281658           3  ebvb01     70.76          6  ebvb01     
2263  J1943-1237    mlt+78     19:43:25.481         8  hlk+04     -12:37:42.4          5  hlk+04     0.9724288509136         18  hlk+04     28.918        15  hlk+04     
2264  J1943+2210    skl+15     19:43:16.4910        1  skl+15     +22:10:23.151        2  skl+15     0.005084173689953        6  skl+15     174.089        3  skl+15     
2265  J1944+0907    clm+05     19:44:09.329903      7  mnf+16     +09:07:23.0362       3  mnf+16     0.0051852019041260       3  clm+05     24.34          2  clm+05     

2266  J1944-10      kkl+15     19:44                2  kkl+15     -10:17              36  kkl+15     0.409135                 1  kkl+15     31.01          3  kkl+15     
2267  J1944-1750    mlt+78     19:44:05.23          6  hlk+04     -17:50:11            4  hlk+04     0.841157774341           6  hlk+04     56.32          6  hlk+04     
2268  J1944+1755    ht75b      19:44:31.80          4  lcx02      +17:55:42.4          7  lcx02      1.9968990135             1  lcx02      175            2  lcx02      
2269  J1944+2236    csl+12     19:44:01.0707       11  csl+12     +22:36:22.62         2  csl+12     0.003617993078111        7  csl+12     185.45        12  csl+12     
2270  J1945-0040    mlt+78     19:45:28.39          3  hlk+04     -00:40:58.1         11  hlk+04     1.045632444772           7  hlk+04     59.71          6  hlk+04     

2271  J1945+07      dsm+13     19:45:55            30  dsm+13     +07:17               8  dsm+13     1.0739                   0  dsm+13     62             0  dsm+13     
2272  J1945+1834    ht75b      19:45:36.10          2  lcx02      +18:34:20.1          4  lcx02      1.06870769134            4  lcx02      217.7          1  lcx02      
2273  J1946-1312    jbo+09     19:46:57.829        10  jbo+09     -13:12:36.4          6  jbo+09     0.491865489484           6  jbo+09     60             2  jbo+09     
2274  J1946+14      dsm+16     19:46:52           116  dsm+16     +14:42               8  dsm+16     2.28244                  0  dsm+16     50.3           0  dsm+16     
2275  J1946+1805    vl70       19:46:53.044         6  hlk+04     +18:05:41.24        11  hlk+04     0.4406184769108          8  hlk+04     16.1356       73  bkk+16     

2276  J1946+2244    ht75b      19:46:24.89          3  gr78       +22:44:59.4          6  gr78       1.33444985809            5  gr78       140           20  ht75b      
2277  J1946+24      dcm+09     19:46:00             7  dcm+09     +23:58               2  dcm+09     4.729                    0  dcm+09     96             0  dcm+09     
2278  J1946+2535    nab+13     19:46:49.10          5  nab+13     +25:35:51.5          9  nab+13     0.51516705131            6  nab+13     248.81         4  nab+13     
2279  J1946+2611    nft95      19:46:45.81          8  cn95       +26:11:49.2          9  cn95       0.4350602546             3  cn95       165            3  cn95       
2280  J1946-2913    mlt+78     19:46:51.734         8  hlk+04     -29:13:47.1          5  hlk+04     0.959447931541           3  hlk+04     44.309        15  hlk+04     

2281  J1946+3417    bck+13     19:46:25.131145     20  bfk+17     +34:17:14.68898     14  bfk+17     0.00317013917885772      9  bfk+17     111.11         5  bfk+17     
2282  J1946-5403    ckr+15     19:46:24            48  ckr+15     -54:02               7  ckr+15     0.002710                 0  ckr+15     23.7           0  ckr+15     
2283  J1947+0915    ebvb01     19:47:46.22          5  ebvb01     +09:15:08.0          8  ebvb01     1.48074382424            9  ebvb01     94             4  ebvb01     
2284  J1947+10      cnst96     19:47:36            16  cnst96     +10:44               5  cnst96     1.110944                 3  cnst96     149           30  cnst96     
2285  J1947+1957    nab+13     19:47:19.435         4  nab+13     +19:57:08.39         9  nab+13     0.157508542541           4  nab+13     185.8          2  nab+13     

2286  J1947-4215    lml+98     19:47:06            25  dsb+98     -42:15               3  dsb+98     1.798069                 1  dsb+98     35             1  dsb+98     
2287  J1947-43      bcm+15     19:47                4  bcm+15     -43:00              40  bcm+15     0.18094                  0  bcm+15     29.9           0  bcm+15     
2288  J1948+2333    lsb+17     19:48:19.317         3  lsb+17     +23:33:03.23         5  lsb+17     0.5283521633015         16  lsb+17     198.2          8  lsb+17     
2289  J1948+2551    nab+13     19:48:17.579         1  nab+13     +25:51:51.95         2  nab+13     0.1966268136138          4  nab+13     289.27         5  nab+13     
2290  J1948+3540    dl70       19:48:25.0067       10  hlk+04     +35:40:11.057       15  hlk+04     0.717311174076           4  hlk+04     129.36748     78  bkk+16     

2291  J1949+2306    nab+13     19:49:07.32          1  nab+13     +23:06:55.5          2  nab+13     1.31937338530            1  nab+13     196.3          5  nab+13     
2292  J1949-2524    mlt+78     19:49:25.41          4  hlk+04     -25:24:01            3  hlk+04     0.957616630291           4  hlk+04     23.07          3  hlk+04     
2293  J1949+3106    dfc+12     19:49:29.63851       1  dfc+12     +31:06:03.8289       3  dfc+12     0.0131381833437040       6  dfc+12     164.1264       5  dfc+12     
2294  J1950+05      cnst96     19:50:58            16  cnst96     +05:35               5  cnst96     0.455934                 3  cnst96     71            14  cnst96     
2295  J1950+2414    kls+15     19:50:45.06390      10  kls+15     +24:14:56.9638      11  kls+15     0.004304775549739        3  kls+15     142.089       18  kls+15     

2296  J1951+1123    nft95      19:51:08.25          2  cn95       +11:23:25.2          7  cn95       5.0940830275             2  cn95       31.29          9  cn95       
2297  J1952+1410    sstd86     19:52:06.15          3  hlk+04     +14:07:29.4          7  hlk+04     0.275025682520           4  hlk+04     31.5051       47  bkk+16     
2298  J1952+2630    kla+11     19:52:36.8401        1  ltk+14     +26:30:28.073        2  ltk+14     0.020732360562672        4  ltk+14     315.338        2  ltk+14     
